,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
354,ATXS,"Astria Therapeutics, Inc.",802.13M,5.82%,4877930,-
355,WVE,Wave Life Sciences Ltd.,797.29M,1.25%,2823919,113.31M
356,EMBC,Embecta Corp.,791.71M,-3.78%,984024,1.12B
357,BLFS,"BioLife Solutions, Inc.",775.31M,0.35%,480098,143.27M
358,HSTM,"HealthStream, Inc.",774.78M,1.02%,234930,279.06M
359,PHAR,Pharming Group N.V.,770.68M,4.35%,2512,272.57M
360,SLRN,"Acelyrin, Inc.",768.02M,-0.38%,4559690,-
361,ATRI,Atrion Corporation,767.47M,4.32%,39285,169.33M
362,MD,"Pediatrix Medical Group, Inc.",763.84M,4.41%,1241153,1.99B
363,ZYME,Zymeworks Inc.,760.02M,0.37%,557520,76.01M
364,FNA,"Paragon 28, Inc.",757.96M,-0.33%,690134,216.39M
365,ALLO,"Allogene Therapeutics, Inc.",756.41M,3.67%,12773303,95.00K
366,ZJYL,Jin Medical International Ltd.,752.99M,-,1442291,19.19M
367,PRAX,"Praxis Precision Medicines, Inc.",748.10M,4.04%,327392,2.45M
368,AUPH,Aurinia Pharmaceuticals Inc.,747.68M,1.57%,2125589,175.51M
369,TRML,"Tourmaline Bio, Inc.",746.59M,3.52%,303306,-
370,LAB,Standard BioTools Inc.,745.60M,1.95%,1382600,106.34M
371,FATE,"Fate Therapeutics, Inc.",743.29M,3.60%,9650759,63.53M
372,COGT,"Cogent Biosciences, Inc.",742.46M,7.80%,6103267,-
373,NVAX,"Novavax, Inc.",740.35M,6.22%,8275323,983.71M
374,ACCD,"Accolade, Inc.",740.02M,-3.45%,1512480,388.49M
375,CVAC,CureVac N.V.,735.59M,-0.90%,452078,45.62M
376,TMCI,"Treace Medical Concepts, Inc.",733.65M,-2.62%,450109,187.12M
377,FUSN,Fusion Pharmaceuticals Inc.,724.42M,6.96%,1161628,2.21M
378,VREX,Varex Imaging Corporation,712.45M,0.29%,956608,877.80M
379,ABVX,Abivax SA,705.31M,6.81%,48255,-
380,LBPH,"Longboard Pharmaceuticals, Inc.",695.85M,2.28%,2047166,-
381,FULC,"Fulcrum Therapeutics, Inc.",692.44M,1.61%,411961,2.81M
382,PRTC,PureTech Health plc,687.43M,1.47%,194,15.62M
383,CGEM,"Cullinan Oncology, Inc.",686.04M,-5.80%,1721219,-
384,EDIT,"Editas Medicine, Inc.",674.96M,-0.25%,6358837,78.12M
385,AVTE,"Aerovate Therapeutics, Inc.",672.08M,9.92%,103677,-
386,OLMA,"Olema Pharmaceuticals, Inc.",667.62M,-0.17%,5007261,-
387,SIBN,"SI-BONE, Inc.",663.19M,-0.68%,1007947,138.89M
388,NRIX,"Nurix Therapeutics, Inc.",662.03M,-6.84%,3653445,76.99M
389,YMAB,"Y-mAbs Therapeutics, Inc.",656.66M,-2.00%,437210,84.82M
390,SVRA,Savara Inc.,655.51M,1.07%,736505,-
391,FLGT,"Fulgent Genetics, Inc.",655.34M,-0.50%,336402,289.21M
392,CCCC,"C4 Therapeutics, Inc.",654.59M,-6.10%,13105732,20.76M
393,BMEA,"Biomea Fusion, Inc.",637.35M,6.00%,5396248,-
394,CMPS,COMPASS Pathways plc,635.85M,1.07%,373411,-
395,ANAB,"AnaptysBio, Inc.",629.47M,-0.64%,1290160,17.16M
396,CATX,"Perspective Therapeutics, Inc.",627.88M,-,10794078,8.17M
397,MLYS,"Mineralys Therapeutics, Inc.",627.45M,0.71%,167051,-
398,OPK,"OPKO Health, Inc.",626.60M,1.06%,9621849,863.50M
399,AVBP,"ArriVent BioPharma, Inc.",622.84M,4.95%,1755245,-
400,APLT,"Applied Therapeutics, Inc.",616.26M,3.44%,1298417,9.99M
401,SILK,"Silk Road Medical, Inc",615.04M,0.96%,666627,177.13M
402,MRSN,"Mersana Therapeutics, Inc.",611.37M,0.70%,7080963,36.86M
403,OABI,"OmniAb, Inc.",609.42M,-0.76%,507356,64.69M
404,CALT,Calliditas Therapeutics AB (publ),607.58M,-1.76%,1854,105.88M
405,MNMD,Mind Medicine (MindMed) Inc.,607.09M,12.65%,3994240,-
406,NKTX,"Nkarta, Inc.",606.04M,6.90%,713432,-
407,KIDS,OrthoPediatrics Corp.,602.40M,-2.19%,185743,148.73M
408,IGMS,"IGM Biosciences, Inc.",599.62M,4.31%,347872,2.13M
409,LXRX,"Lexicon Pharmaceuticals, Inc.",598.36M,7.00%,7473856,531.00K
410,CCRN,"Cross Country Healthcare, Inc.",594.85M,1.60%,1328524,2.02B
411,NNOX,Nano-X Imaging Ltd.,594.63M,7.58%,5453793,9.64M
412,INNV,InnovAge Holding Corp.,583.01M,0.12%,74864,720.80M
413,ALEC,"Alector, Inc.",579.28M,1.16%,2041454,97.06M
414,TVTX,"Travere Therapeutics, Inc.",577.97M,-0.53%,2211361,145.24M
415,PLSE,"Pulse Biosciences, Inc.",562.10M,0.68%,223370,-9.00K
416,RVNC,"Revance Therapeutics, Inc.",552.86M,-2.30%,1872270,234.04M
417,IRMD,IRadimed Corporation,552.73M,1.68%,75622,65.56M
418,PNTG,"The Pennant Group, Inc.",552.23M,-0.70%,168275,544.89M
419,ALXO,ALX Oncology Holdings Inc.,551.67M,1.35%,515684,-
420,VALN,Valneva SE,550.04M,3.21%,3066,237.46M
421,LYEL,"Lyell Immunopharma, Inc.",548.85M,-2.26%,1368111,130.00K
422,ALT,"Altimmune, Inc.",547.50M,-1.65%,14927164,279.00K
423,LRMR,"Larimar Therapeutics, Inc.",547.33M,0.06%,663057,-
424,VTYX,"Ventyx Biosciences, Inc.",545.80M,-0.65%,2285430,-
425,TALK,"Talkspace, Inc.",545.56M,-0.62%,1232342,150.05M
426,EHAB,"Enhabit, Inc.",543.91M,1.47%,544486,1.05B
427,REPL,"Replimune Group, Inc.",542.67M,-3.51%,2453550,-
428,LIAN,LianBio,539.23M,83.05%,23053610,-
429,AEON,"AEON Biopharma, Inc.",538.81M,8.62%,483047,-
430,ABSI,Absci Corporation,537.16M,2.30%,1109663,6.94M
431,CSTL,"Castle Biosciences, Inc.",529.78M,-2.33%,294126,219.79M
432,CDNA,"CareDx, Inc",529.69M,1.71%,2587699,280.32M
433,GHRS,GH Research PLC,529.13M,7.18%,97906,-
434,RDUS,"Radius Health, Inc.",526.56M,0.99%,497934,2.96B
435,DNTH,"Dianthus Therapeutics, Inc.",524.21M,4.39%,204353,924.00K
436,SIGA,"SIGA Technologies, Inc.",521.46M,6.08%,1684956,139.92M
437,MRNS,"Marinus Pharmaceuticals, Inc.",520.88M,4.92%,1069651,30.99M
438,OFIX,Orthofix Medical Inc.,516.96M,-0.58%,677432,746.64M
439,ANNX,"Annexon, Inc.",516.25M,19.46%,6519969,-
440,OSUR,"OraSure Technologies, Inc.",507.72M,-3.34%,4430024,405.47M
441,KALV,"KalVista Pharmaceuticals, Inc.",505.84M,-4.02%,727031,-
442,VYGR,"Voyager Therapeutics, Inc.",505.27M,1.64%,2944702,250.01M
443,NUVB,Nuvation Bio Inc.,499.42M,4.11%,560074,-
444,NVRO,Nevro Corp.,497.20M,-1.22%,284678,425.17M
445,SLDB,Solid Biosciences Inc.,493.86M,6.51%,944422,-
446,ELVN,"Enliven Therapeutics, Inc.",493.31M,3.73%,625561,-
447,PAHC,Phibro Animal Health Corporation,489.69M,2.07%,310377,982.01M
448,CRBU,"Caribou Biosciences, Inc.",484.09M,0.19%,2563548,34.48M
449,NYXH,Nyxoah S.A.,484.07M,-0.18%,5748,4.83M
450,MPLN,MultiPlan Corporation,479.68M,-8.84%,3773133,961.52M
451,ADPT,Adaptive Biotechnologies Corporation,472.27M,-0.61%,1671919,170.28M
452,AVAH,Aveanna Healthcare Holdings Inc.,472.06M,2.06%,230086,1.90B
453,ABUS,Arbutus Biopharma Corporation,469.37M,0.38%,1165940,18.14M
454,PETQ,"PetIQ, Inc.",464.43M,1.48%,630794,1.10B
455,HRTX,"Heron Therapeutics, Inc.",458.50M,0.33%,3744040,127.04M
456,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",458.23M,-3.21%,489557,-
457,HCAT,"Health Catalyst, Inc.",456.79M,0.26%,731459,295.94M
458,PHAT,"Phathom Pharmaceuticals, Inc.",454.37M,9.27%,939105,682.00K
459,BTMD,biote Corp.,453.79M,11.27%,293071,185.36M
460,PEPG,PepGen Inc.,450.05M,11.00%,412795,-
461,CVRX,"CVRx, Inc.",449.74M,-3.12%,142214,39.30M
462,RENB,Renovaro Biosciences Inc.,449.68M,1.28%,1475846,-
463,CELC,Celcuity Inc.,447.97M,-0.34%,228880,-
464,TERN,"Terns Pharmaceuticals, Inc.",444.92M,7.30%,626345,-
465,URGN,UroGen Pharma Ltd.,443.24M,0.91%,387506,82.71M
466,ZIMV,ZimVie Inc.,441.74M,0.98%,783502,457.43M
467,MREO,Mereo BioPharma Group plc,440.36M,-0.96%,1595819,9.02M
468,MXCT,"MaxCyte, Inc.",437.34M,2.62%,835647,41.29M
469,IVVD,"Invivyd, Inc.",433.79M,-1.37%,304660,-
470,RCEL,"AVITA Medical, Inc.",428.27M,-1.38%,746426,51.57M
471,TSHA,"Taysha Gene Therapies, Inc.",423.46M,7.48%,1789763,14.35M
472,ANRO,"Alto Neuroscience, Inc.",423.40M,6.11%,219892,-
473,AVXL,Anavex Life Sciences Corp.,422.05M,-0.58%,6456596,-
474,MODV,ModivCare Inc.,417.43M,-0.41%,228920,2.76B
475,TNYA,"Tenaya Therapeutics, Inc.",416.57M,4.30%,1088397,-
476,TBPH,"Theravance Biopharma, Inc.",416.38M,0.35%,819255,57.42M
477,STTK,"Shattuck Labs, Inc.",415.88M,-0.46%,569305,1.66M
478,OCS,Oculis Holding AG,414.27M,-2.65%,13460,-
479,LXEO,"Lexeo Therapeutics, Inc.",410.34M,-0.70%,986684,-
480,TRDA,"Entrada Therapeutics, Inc.",409.93M,4.75%,102380,129.01M
481,CBUS,"Cibus, Inc.",407.94M,6.74%,125301,756.00K
482,NGNE,Neurogene Inc.,406.51M,8.59%,442348,-
483,LFMD,"LifeMD, Inc.",405.85M,3.17%,1128045,152.55M
484,MGTX,MeiraGTx Holdings plc,403.87M,7.63%,272829,-
485,ZYXI,"Zynex, Inc.",403.74M,2.95%,227091,184.32M
486,SRDX,"Surmodics, Inc.",401.03M,-0.49%,68622,138.20M
487,TCMD,"Tactile Systems Technology, Inc.",393.89M,2.70%,435549,274.42M
488,ITOS,"iTeos Therapeutics, Inc.",391.23M,0.75%,240189,12.60M
489,EPIX,ESSA Pharma Inc.,390.62M,1.12%,74117,-
490,ANL,Adlai Nortye Ltd.,387.83M,5.88%,491,-
491,CDMO,"Avid Bioservices, Inc.",385.13M,3.28%,3605357,140.94M
492,AQST,"Aquestive Therapeutics, Inc.",384.83M,16.00%,6261220,50.58M
493,MGX,"Metagenomi, Inc.",380.53M,-5.41%,397126,17.20M
494,CYH,"Community Health Systems, Inc.",380.13M,1.09%,4422474,12.49B
495,ESPR,"Esperion Therapeutics, Inc.",379.36M,0.98%,9538985,116.33M
496,ORGO,Organogenesis Holdings Inc.,374.77M,0.35%,1110792,433.14M
497,KRRO,"Korro Bio, Inc.",374.13M,3.88%,29577,-
498,NPCE,"NeuroPace, Inc.",373.58M,-3.30%,117136,65.42M
499,ANIK,"Anika Therapeutics, Inc.",372.46M,3.67%,126534,166.66M
500,THRD,"Third Harmonic Bio, Inc.",371.74M,2.52%,134404,-
501,DCGO,DocGo Inc.,370.85M,2.81%,1758792,624.29M
502,ADVM,"Adverum Biotechnologies, Inc.",370.82M,-1.73%,6662993,3.60M
503,HUMA,"Humacyte, Inc.",369.64M,2.53%,558730,-
504,AURA,"Aura Biosciences, Inc.",367.48M,-3.49%,1765100,-
505,JSPR,"Jasper Therapeutics, Inc.",366.81M,3.00%,233331,-
506,ADAP,Adaptimmune Therapeutics plc,362.83M,1.37%,630710,60.28M
507,PIII,P3 Health Partners Inc.,361.49M,44.33%,980090,1.18B
508,VMD,"Viemed Healthcare, Inc.",361.21M,3.00%,1470289,183.01M
509,CERS,Cerus Corporation,358.94M,-3.54%,1964403,186.80M
510,HROW,"Harrow Health, Inc.",357.50M,3.05%,351215,114.17M
511,INZY,"Inozyme Pharma, Inc.",356.73M,4.80%,861720,-
512,PGEN,"Precigen, Inc.",355.95M,-,1511334,6.76M
513,PROC,Procaps Group S.A.,354.27M,-,101,414.10M
514,CLOV,"Clover Health Investments, Corp.",353.54M,10.00%,13718472,2.03B
515,AMRN,Amarin Corporation plc,349.66M,4.50%,1154640,306.91M
516,BVS,Bioventus Inc.,345.41M,5.01%,251420,512.35M
517,LUNG,Pulmonx Corporation,344.91M,1.70%,487239,68.68M
518,SNDL,SNDL Inc.,342.30M,6.87%,4653502,685.16M
519,SPOK,"Spok Holdings, Inc.",341.70M,1.43%,204411,139.03M
520,AXGN,"AxoGen, Inc.",335.28M,-1.03%,316739,159.01M
521,AVIR,"Atea Pharmaceuticals, Inc.",334.97M,4.16%,512446,-
522,SHCR,"Sharecare, Inc.",333.99M,5.18%,1740790,239.56M
523,ACIU,AC Immune SA,333.17M,5.11%,100605,17.62M
524,FBLG,"FibroBiologics, Inc.",327.65M,-5.28%,77738,-
525,KMDA,Kamada Ltd.,325.64M,0.36%,9450,142.52M
526,AIRS,"AirSculpt Technologies, Inc.",325.58M,1.41%,104852,195.92M
527,TCRX,"TScan Therapeutics, Inc.",325.12M,4.86%,266126,21.05M
528,IPSC,"Century Therapeutics, Inc.",324.09M,10.86%,240753,2.24M
529,GOSS,"Gossamer Bio, Inc.",315.81M,4.29%,1528808,-
530,ERAS,"Erasca, Inc.",314.26M,2.88%,722730,-
531,XERS,"Xeris Biopharma Holdings, Inc.",313.21M,4.69%,3023823,163.91M
532,WGS,GeneDx Holdings Corp.,312.90M,10.49%,300024,202.57M
533,NAUT,"Nautilus Biotechnology, Inc.",312.74M,2.40%,206731,-
534,PSTX,"Poseida Therapeutics, Inc.",312.62M,-0.62%,934628,64.70M
535,LYRA,"Lyra Therapeutics, Inc.",312.22M,3.49%,389290,1.42M
536,SMTI,Sanara MedTech Inc.,310.46M,1.76%,17902,62.62M
537,ADCT,ADC Therapeutics SA,308.66M,1.07%,399489,69.56M
538,AKBA,"Akebia Therapeutics, Inc.",306.13M,24.09%,13482326,194.62M
539,GLUE,"Monte Rosa Therapeutics, Inc.",304.99M,5.25%,250391,-
540,SENS,"Senseonics Holdings, Inc.",302.53M,3.66%,2156496,22.39M
541,GUTS,"Fractyl Health, Inc.",302.31M,-5.93%,477724,-
542,IMMP,Immutep Limited,301.78M,-5.16%,222513,4.58M
543,XOMA,XOMA Corporation,299.60M,2.13%,59939,4.76M
544,SOPH,SOPHiA GENETICS SA,295.52M,5.94%,27896,62.37M
545,KOD,Kodiak Sciences Inc.,295.16M,4.18%,786603,-
546,ENTA,"Enanta Pharmaceuticals, Inc.",293.22M,2.53%,181010,73.62M
547,RAPT,"RAPT Therapeutics, Inc.",292.65M,0.71%,1729232,-
548,STOK,"Stoke Therapeutics, Inc.",289.36M,-1.39%,214783,9.25M
549,NBTX,Nanobiotix S.A.,287.85M,9.97%,47075,7.41M
550,OPT,Opthea Limited,282.52M,-3.63%,74285,385.28K
551,SERA,"Sera Prognostics, Inc.",280.15M,3.58%,140034,330.00K
552,ATAI,Atai Life Sciences N.V.,278.90M,5.36%,937003,334.00K
553,EDAP,EDAP TMS S.A.,270.31M,1.76%,6291,60.13M
554,FENC,Fennec Pharmaceuticals Inc.,265.49M,-0.60%,243934,13.05M
555,VSTM,"Verastem, Inc.",265.32M,4.76%,188773,-
556,HOWL,"Werewolf Therapeutics, Inc.",262.41M,0.49%,245179,19.94M
557,OCGN,"Ocugen, Inc.",261.63M,5.88%,3501023,-
558,ARAY,Accuray Incorporated,258.83M,0.77%,505400,447.48M
559,AMWL,American Well Corporation,257.96M,1.16%,2939844,259.05M
560,BLUE,"bluebird bio, Inc.",256.35M,6.77%,26515769,21.73M
561,SNDA,"Sonida Senior Living, Inc.",255.25M,18.16%,226043,249.13M
562,FHTX,Foghorn Therapeutics Inc.,254.54M,-2.31%,125533,34.16M
563,INO,"Inovio Pharmaceuticals, Inc.",252.99M,-0.69%,311103,832.01K
564,CGC,Canopy Growth Corporation,252.79M,11.19%,3931202,248.53M
565,UTMD,"Utah Medical Products, Inc.",252.62M,-0.52%,34953,51.47M
566,CHRS,"Coherus BioSciences, Inc.",247.78M,2.30%,3525898,257.24M
567,QURE,uniQure N.V.,247.32M,7.26%,6219000,15.84M
568,CMPX,"Compass Therapeutics, Inc.",247.32M,18.04%,665399,-
569,TLSI,"TriSalus Life Sciences, Inc.",245.91M,4.51%,34122,25.19M
570,QSI,Quantum-Si incorporated,245.26M,-2.26%,1209585,1.08M
571,MESO,Mesoblast Limited,244.75M,-0.41%,346126,7.25M
572,STRO,"Sutro Biopharma, Inc.",244.42M,2.49%,1292162,48.64M
573,CGEN,Compugen Ltd.,243.25M,1.87%,218815,33.46M
574,AKYA,"Akoya Biosciences, Inc.",241.28M,1.03%,206298,96.63M
575,PBYI,"Puma Biotechnology, Inc.",241.04M,-4.21%,420700,235.64M
576,PRLD,Prelude Therapeutics Incorporated,239.73M,6.28%,132536,-
577,RIGL,"Rigel Pharmaceuticals, Inc.",238.51M,2.26%,1173659,116.88M
578,BDTX,"Black Diamond Therapeutics, Inc.",236.87M,5.51%,1675555,-
579,ABOS,"Acumen Pharmaceuticals, Inc.",236.85M,2.20%,200333,-
580,NOTV,"Inotiv, Inc.",235.47M,10.40%,604039,585.17M
581,ZVRA,"Zevra Therapeutics, Inc.",235.11M,-2.44%,501352,16.56M
582,OPRX,OptimizeRx Corporation,234.89M,-1.78%,157640,62.81M
583,GRTS,"Gritstone bio, Inc.",233.40M,6.25%,1189841,16.34M
584,OMER,Omeros Corporation,231.34M,-0.82%,486448,-
585,AGEN,Agenus Inc.,226.22M,-9.95%,11370384,156.31M
586,CDXS,"Codexis, Inc.",224.97M,4.06%,449928,70.14M
587,RPTX,Repare Therapeutics Inc.,224.83M,1.34%,122668,51.13M
588,CRDF,"Cardiff Oncology, Inc.",223.05M,-6.85%,1969990,488.00K
589,BFLY,"Butterfly Network, Inc.",220.62M,-,819287,65.90M
590,MASS,908 Devices Inc.,220.50M,0.30%,167919,50.23M
591,ALIM,"Alimera Sciences, Inc.",220.41M,5.78%,337028,80.75M
592,AMLX,"Amylyx Pharmaceuticals, Inc.",219.61M,2.21%,3730891,380.79M
593,CRMD,CorMedix Inc.,219.37M,-8.85%,967210,-
594,LFCR,"Lifecore Biomedical, Inc.",219.28M,-0.67%,123979,157.39M
595,LCTX,"Lineage Cell Therapeutics, Inc.",218.70M,11.21%,1536517,8.95M
596,VNDA,Vanda Pharmaceuticals Inc.,218.64M,0.26%,1081105,192.64M
597,SGHT,"Sight Sciences, Inc.",218.53M,1.81%,115402,81.06M
598,OMGA,"Omega Therapeutics, Inc.",216.83M,2.55%,302177,2.84M
599,GLSI,"Greenwich LifeSciences, Inc.",216.68M,6.00%,35304,-
600,ME,23andMe Holding Co.,216.40M,-0.96%,7094937,247.99M
601,ANGO,"AngioDynamics, Inc.",215.62M,-0.74%,654175,329.54M
602,ABEO,Abeona Therapeutics Inc.,214.54M,6.02%,455184,3.57M
603,MACK,"Merrimack Pharmaceuticals, Inc.",213.97M,0.55%,154844,-
604,SMLR,"Semler Scientific, Inc.",213.96M,0.83%,103534,68.18M
605,OPTN,"OptiNose, Inc.",211.79M,12.11%,1212059,70.99M
606,SCPH,scPharmaceuticals Inc.,210.20M,10.00%,625178,13.59M
607,PYXS,"Pyxis Oncology, Inc.",210.09M,8.02%,744777,-
608,IVA,Inventiva S.A.,209.17M,4.74%,87633,24.22M
609,PROF,Profound Medical Corp.,208.53M,-0.12%,30588,5.41M
610,FGEN,"FibroGen, Inc.",208.41M,-,1893376,147.75M
611,PRQR,ProQR Therapeutics N.V.,208.27M,10.34%,500072,10.58M
612,VRCA,Verrica Pharmaceuticals Inc.,207.85M,-2.04%,102175,5.12M
613,INMB,"INmune Bio, Inc.",206.17M,-3.32%,62852,224.00K
614,CDT,Conduit Pharmaceuticals Inc.,205.25M,11.01%,55390,-
615,IPHA,Innate Pharma S.A.,203.72M,0.20%,2355,57.45M
616,TSVT,"2seventy bio, Inc.",203.19M,1.26%,940950,100.39M
617,GRPH,"Graphite Bio, Inc.",202.66M,-4.02%,807492,-
618,GBIO,Generation Bio Co.,201.76M,4.04%,407368,5.90M
619,STXS,"Stereotaxis, Inc.",201.22M,1.22%,322440,26.77M
620,TRVI,"Trevi Therapeutics, Inc.",199.87M,7.03%,554156,-
621,DRTS,Alpha Tau Medical Ltd.,197.86M,1.06%,8340,-
622,INFU,"InfuSystem Holdings, Inc.",196.71M,2.88%,145777,122.84M
623,CLPT,"ClearPoint Neuro, Inc.",194.50M,-0.83%,288149,23.96M
624,CAPR,"Capricor Therapeutics, Inc.",193.74M,3.57%,497856,25.18M
625,ELEV,"Elevation Oncology, Inc.",192.66M,10.86%,731002,-
626,ASPI,ASP Isotopes Inc.,192.65M,6.05%,935553,-
627,OVID,Ovid Therapeutics Inc.,189.50M,-1.09%,480845,391.70K
628,HBIO,"Harvard Bioscience, Inc.",187.95M,-5.59%,309702,112.25M
629,ATNM,"Actinium Pharmaceuticals, Inc.",187.41M,7.66%,299209,-
630,CLLS,Cellectis S.A.,184.96M,-0.39%,33134,24.41M
631,JYNT,The Joint Corp.,184.55M,8.05%,140152,117.70M
632,OBIO,"Orchestra BioMed Holdings, Inc.",184.44M,-3.01%,95371,3.60M
633,CDXC,ChromaDex Corporation,180.74M,17.07%,518048,83.57M
634,XBIT,XBiotech Inc.,180.49M,-7.08%,71749,-
635,GNFT,Genfit S.A.,177.52M,0.86%,1318,32.69M
636,OGI,OrganiGram Holdings Inc.,176.77M,11.29%,1152734,-
637,CYBN,Cybin Inc.,176.26M,7.23%,13303400,-
638,TELO,"Telomir Pharmaceuticals, Inc.",175.39M,-11.85%,53229,-
639,QIPT,Quipt Home Medical Corp.,174.49M,2.48%,191991,185.18M
640,KPTI,Karyopharm Therapeutics Inc.,173.75M,12.69%,1588377,146.03M
641,VXRT,"Vaxart, Inc.",168.75M,-1.82%,2035406,7.38M
642,GLYC,"GlycoMimetics, Inc.",167.41M,-1.92%,242121,-
643,GNLX,Genelux Corporation,165.38M,0.48%,126805,238.00K
644,ACET,"Adicet Bio, Inc.",164.10M,-2.44%,4465978,-
645,GTHX,"G1 Therapeutics, Inc.",163.12M,-0.32%,440488,82.51M
646,NVCT,"Nuvectis Pharma, Inc.",162.58M,20.22%,165929,-
647,ALDX,"Aldeyra Therapeutics, Inc.",162.55M,0.72%,754227,-
648,RLMD,"Relmada Therapeutics, Inc.",161.93M,7.75%,190663,-
649,ATOS,"Atossa Therapeutics, Inc.",161.64M,7.50%,1198962,-
650,RANI,"Rani Therapeutics Holdings, Inc.",160.19M,6.25%,21265,-
651,SYRS,"Syros Pharmaceuticals, Inc.",159.42M,-0.33%,173026,8.80M
652,ACB,Aurora Cannabis Inc.,158.34M,10.03%,1658282,200.73M
653,NKTR,Nektar Therapeutics,157.91M,0.02%,868997,90.12M
654,INGN,"Inogen, Inc.",157.46M,2.22%,286117,315.66M
655,ACHV,"Achieve Life Sciences, Inc.",157.22M,2.91%,718742,-
656,AUGX,"Augmedix, Inc.",155.38M,-2.74%,990338,40.93M
657,ALUR,Allurion Technologies Inc.,153.33M,-2.56%,33530,109.44M
658,PDSB,PDS Biotechnology Corporation,152.43M,2.40%,400418,-
659,DBVT,DBV Technologies S.A.,152.01M,-0.93%,72839,15.73M
660,SCLX,Scilex Holding Company,151.22M,-1.44%,1404663,46.74M
661,ELMD,"Electromed, Inc.",150.76M,6.05%,101811,51.69M
662,IMAB,I-Mab,146.12M,3.33%,380011,3.90M
663,COYA,"Coya Therapeutics, Inc.",145.93M,1.30%,551017,-
664,DSGN,"Design Therapeutics, Inc.",144.49M,4.03%,243899,-
665,FONR,FONAR Corporation,144.17M,-1.62%,14564,102.42M
666,HITI,High Tide Inc.,143.89M,9.64%,1088479,497.66M
667,XTNT,"Xtant Medical Holdings, Inc.",143.12M,1.75%,318763,78.46M
668,CTMX,"CytomX Therapeutics, Inc.",141.88M,0.49%,476100,101.21M
669,MDWD,MediWound Ltd.,141.24M,5.96%,29412,24.97M
670,OCEA,"Ocean Biomedical, Inc.",141.10M,1.98%,1445942,-
671,XFOR,"X4 Pharmaceuticals, Inc.",140.17M,10.71%,3430411,-
672,SGMO,"Sangamo Therapeutics, Inc.",139.55M,-,3215097,176.23M
673,TOI,"The Oncology Institute, Inc.",138.65M,-10.64%,173956,309.88M
674,ZURA,Zura Bio Limited,137.47M,0.63%,87831,-
675,SGMT,Sagimet Biosciences Inc.,136.20M,-6.48%,3272952,2.00M
676,YS,"YS Biopharma Co., Ltd.",136.16M,0.56%,67121,560.76M
677,BDSX,"Biodesix, Inc.",135.23M,4.26%,44253,49.09M
678,CLSD,"Clearside Biomedical, Inc.",133.98M,-1.16%,499291,8.23M
679,TBRG,TruBridge Inc.,133.71M,6.59%,285484,336.79M
680,ZTEK,Zentek Ltd.,132.50M,-3.82%,28668,25.27K
681,TELA,"TELA Bio, Inc.",132.48M,-1.48%,176836,53.08M
682,VOR,Vor Biopharma Inc.,132.22M,4.61%,352331,-
683,MOLN,Molecular Partners AG,132.19M,6.17%,969,8.38M
684,ZOM,Zomedica Corp.,129.75M,-1.49%,4165755,24.01M
685,NGM,"NGM Biopharmaceuticals, Inc.",127.70M,2.61%,1121497,-
686,GALT,Galectin Therapeutics Inc.,127.41M,4.04%,142899,-
687,ADAG,Adagene Inc.,125.95M,1.61%,3897,22.67M
688,YI,"111, Inc.",125.15M,3.40%,211218,2.06B
689,CELU,Celularity Inc.,124.16M,-0.35%,75398,14.79M
690,GTH,Genetron Holdings Limited,123.18M,-0.26%,5226,93.36M
691,SEER,"Seer, Inc.",122.75M,10.00%,841761,16.66M
692,EBS,Emergent BioSolutions Inc.,122.68M,4.26%,2083246,1.05B
693,ARMP,"Armata Pharmaceuticals, Inc.",122.18M,6.51%,8162,4.05M
694,TKNO,"Alpha Teknova, Inc.",121.16M,-4.04%,7334,36.71M
695,KNTE,Kinnate Biopharma Inc.,120.51M,1.19%,247797,-
696,MCRB,"Seres Therapeutics, Inc.",120.17M,3.25%,3517562,126.33M
697,ORMP,Oramed Pharmaceuticals Inc.,118.32M,8.96%,79398,1.34M
698,STIM,"Neuronetics, Inc.",117.83M,-1.52%,67683,71.35M
699,VINC,"Vincerx Pharma, Inc.",117.27M,-6.84%,590743,-
700,CTXR,"Citius Pharmaceuticals, Inc.",117.16M,6.91%,1490484,-
701,IMUX,"Immunic, Inc.",116.91M,0.77%,2512732,-
702,BCAB,"BioAtla, Inc.",116.00M,2.31%,253147,-
703,SCTL,"Societal CDMO, Inc.",115.07M,-,620071,91.20M
704,DMAC,DiaMedica Therapeutics Inc.,115.00M,3.77%,39979,-
705,BYSI,BeyondSpring Inc.,114.71M,1.38%,156765,1.55M
706,ALLK,Allakos Inc.,114.59M,0.38%,675439,-
707,ETON,"Eton Pharmaceuticals, Inc.",114.44M,-13.68%,196130,32.64M
708,CVM,CEL-SCI Corporation,113.90M,-4.74%,300798,-
709,ACRV,"Acrivon Therapeutics, Inc.",113.41M,22.09%,429967,-
710,SHOT,Safety Shot Inc,112.72M,14.29%,1804133,4.40M
711,IOBT,"IO Biotech, Inc.",112.00M,-2.94%,25384,-
712,FORA,Forian Inc.,111.20M,2.57%,19574,23.02M
713,CYT,"Cyteir Therapeutics, Inc.",110.15M,-2.27%,939570,-
714,VTGN,"VistaGen Therapeutics, Inc.",108.91M,3.32%,169112,1.04M
715,LIFW,"MSP Recovery, Inc.",106.73M,0.99%,339305,8.60M
